一	nhất
綽	xước
綾	lăng
綿	miên
緅	tưu
緇	truy
緉	lưỡng
緊	khẩn
緋	phi
緌	nhuy|tuy
総	tổng
緐	phồn
緒	tự
緗	tương
緘	giam
線	tuyến
緝	tập
緞	đoạn
締	đề
緡	mân
緣	duyến|duyên
緤	tiết
緥	bảo
緦	ti
編	biên
緩	hoãn
緪	căng
緬	miễn|diến
緯	vĩ
緲	miểu|diểu
練	luyện
緶	biền
緹	đề
緻	trí
縈	oanh
縉	tấn
縊	ải
縋	trúy
縐	trứu
縑	kiêm
縕	ôn|uân|uẩn
縚	thao
縛	phược|phọc
縝	chẩn
縞	cảo
縟	nhục
縠	hộc
縢	đằng
縣	huyền|huyện
縦	sỉ
縩	sái
縫	phùng|phúng
縭	li
縮	súc
縱	túng|tổng|tung
縲	luy
縴	khiên
縵	man|mạn
縶	trập
縷	lũ|lâu
縹	phiếu|phiêu
縻	mi
總	tổng
績	tích
縿	sam
繁	phồn|bàn
繃	banh|băng
繄	ê
繅	sào|tảo
繆	mâu|cù|mậu|mục
繇	diêu|do|chựu|lựu
繈	cưỡng
繐	huệ
繒	tăng
織	chức|chí|xí
繕	thiện
繖	tản
繙	phiên
繚	liễu
繞	nhiễu
繡	tú
繢	hội
繩	thằng
繪	hội
繫	hệ
繭	kiển
繮	cương
繯	hoán
繰	sào
繳	chước|kiểu
繹	dịch
繻	nhu
繼	kế
繽	tân
繾	khiển
繿	lãm
纁	huân
纂	toản
纆	mặc
纇	lỗi
纊	khoáng
續	tục
纍	luy
纎	tiêm
纏	triền
纑	lư
纒	triền
纓	anh
纔	tài
纖	tiêm
纘	toản
纚	sỉ|sủy|lý
纛	đạo
纜	lãm
纠	củ|kiểu
纡	hu|u
红	hồng
纣	trụ
纤	tiêm
纥	hột
约	ước
级	cấp
纨	hoàn
纩	khoáng
纪	kỉ
纫	nhân|nhận
纬	vĩ
纭	vân
纯	thuần|chuẩn|đồn|truy
纰	bì|phi
纱	sa
纲	cương
纳	nạp
纵	túng|tổng|tung
纶	luân
纷	phân
纸	chỉ
纹	văn
纺	phưởng
纽	nữu
纾	thư
线	tuyến
绀	cám
绁	tiết
绂	phất
练	luyện
组	tổ
绅	thân
细	tế
织	chức|chí|xí
终	chung
绉	trứu
绊	bán
绋	phất
绌	truất|chuyết
绍	thiệu
绎	dịch
经	kinh
绑	bảng
绒	nhung
结	kết
绕	nhiễu
绘	hội
给	cấp
绚	huyến
绛	giáng
络	lạc
绝	tuyệt
绞	giảo|hào
统	thống
绠	cảnh
绡	tiêu
绢	quyên
绣	tú
绥	tuy|thỏa
绦	thao
继	kế
绨	đề
绩	tích
绪	tự
绫	lăng
续	tục
绮	khỉ|ỷ
绯	phi
绰	xước
绳	thằng
维	duy
绵	miên
绶	thụ
绷	banh|băng
绸	trù|thao
绺	lữu
绻	quyển
综	tống|tông
绽	trán
绾	oản
绿	lục
缀	chuế|chuyết|xuyết
缁	truy
缃	tương
缄	giam
缅	miễn|diến
缆	lãm
缇	đề
缈	miểu|diểu
缉	tập
缋	hội
缌	ti
缎	đoạn
缏	biền
缒	trúy
缓	hoãn
缔	đề
缕	lũ|lâu
编	biên
缗	mân
缘	duyến|duyên
缙	tấn
缚	phược|phọc
缛	nhục
缜	chẩn
缝	phùng|phúng
缟	cảo
缠	triền
缡	li
缢	ải
缣	kiêm
缤	tân
缥	phiếu|phiêu
缦	man|mạn
缧	luy
缨	anh
缩	súc
缪	mâu|cù|mậu|mục
缫	sào|tảo
缭	liễu
缮	thiện
缯	tăng
缱	khiển
缲	sào
缳	hoán
缴	chước|kiểu
缵	toản
缶	phữu|phẫu|phũ
缸	hang|cang
缺	khuyết
缽	bát
缾	bình
罂	anh
罃	oanh
罄	khánh
罅	há
罇	tôn
罋	úng
罌	anh
罍	lôi
罎	đàm
罐	quán
网	võng
罔	võng
罕	hãn
罗	la
罘	phù
罚	phạt
罛	cô
罝	ta
罟	cổ
罡	cương|cang
罢	bãi|bì
罣	quái|khuể
罥	quyến
罨	yểm|ấp
罩	tráo
罪	tội
罫	quải
罭	vực
置	trí
罰	phạt
罱	lãm
署	thự
罳	ty
罴	bi
罵	mạ
罷	bãi|bì
罹	li
罽	kế
罾	tăng
罿	đồng
羀	lữu
羁	ky
羃	mạc
羅	la
羆	bi
羇	ki
羈	ky
羊	dương
羋	mị
羌	khương
美	mỹ
羐	dũ
羑	dũ|dữu
羓	ba
羔	cao
羖	cổ
羚	linh
羜	trữ
羝	đê
羞	tu
羡	tiện
羢	nhung
羣	quần
群	quần
羨	tiện
義	nghĩa
羯	yết
羲	hy
羵	phần
羶	thiên
羸	luy|nuy
羹	canh|lang
羼	sạn
羽	vũ
羿	nghệ
翁	ông
翅	sí
翊	dực
翌	dực
翎	linh
習	tập
翔	tường
翕	hấp
翘	kiều
翛	tiêu|dựu
翟	địch|trạch
翠	thúy
翡	phỉ
翣	sáp
翥	chứ
翦	tiễn
翩	phiên
翫	ngoạn
翬	huy
翮	cách
翰	hàn
翳	ế
翶	cao
翹	kiều
翻	phiên
翼	dực
翽	hối
翾	huyên
翿	đạo
耀	diệu
老	lão
考	khảo
耄	mạo
者	giả
耆	kì|chỉ|thị
耇	cẩu|củ
耈	cẩu
耊	điệt
耋	điệt
而	nhi
耍	sái|sọa
耎	nhuyễn
耐	nại
耑	chuyên
耒	lỗi
耔	tỷ|tì
耕	canh
耗	háo|mạo|mao
耘	vân
耙	bá
耜	tỷ|cử
耞	gia
耡	sừ|sự
耦	ngẫu
耨	nậu
耰	ưu
耳	nhĩ
耶	da
耸	tủng
耻	sỉ
耼	đam|tham
耽	đam
耿	cảnh
聂	niếp|nhiếp
聃	đam
聆	linh
聊	liêu
聋	lung
职	chức
聒	quát
联	liên
聖	thánh
聘	sính
聚	tụ
聞	văn|vấn|vặn
聡	thông
聩	hội
聪	thông
聫	liên
聯	liên
聰	thông
聲	thanh
聳	tủng
聴	thính
聵	hội
聶	niếp|nhiếp
職	chức
聽	thính
聾	lung
聿	duật
肃	túc
肄	dị
肅	túc
肆	tứ
肇	triệu
肈	triệu
肉	nhục|nhụ|nậu
肊	ức
肋	lặc
肌	cơ
肎	khẳng
肓	hoang
肖	tiếu|tiêu
肘	trửu
肚	đỗ
肛	giang|khang|xoang
肝	can
肠	tràng|trường
股	cổ
肢	chi
肤	phu
肥	phì
肧	phôi
肩	kiên
肪	phương
肫	truân|thuần
肭	nạp
肮	khảng
肯	khẳng|khải
肱	quăng
育	dục
肴	hào
肸	hật
肺	phế
肾	thận
肿	thũng|trũng
胀	trướng
胁	hiếp
胃	vị
胄	trụ
胆	đảm
背	bối|bội
胎	thai
胏	chỉ
胔	tí
胖	bàn|phán
胙	tạc|tộ
胚	phôi
胛	giáp
胜	thắng|thăng
胝	chi|đê
胞	bào
胠	khư
胡	hồ
胤	dận
胥	tư
胧	lông
胪	lư
胫	hĩnh
胭	yên
胯	khố|khóa
胰	di
胱	quang
胴	đỗng
胶	giao
胸	hung
能	năng|nai|nại
胾	chí
脂	chi
脃	thúy
脅	hiếp
脆	thúy
脈	mạch
脉	mạch
脊	tích
脍	quái|khoái
脏	tạng
脐	tề
脑	não
脓	nùng
脔	luyến
脖	bột
脗	vẫn
脘	quản|oản
脚	cước
脛	hĩnh
脝	hanh
脞	thỏa|tỏa
脡	đĩnh
脣	thần
脧	tuyên|thôi
脩	tu
脫	thoát|đoái
脬	phao
脯	bô
脰	đậu
脱	thoát|đoái
脸	kiểm|thiểm
脹	trướng
脾	tì
腁	biền
腆	thiển|điến
腊	tịch
腋	dịch
腌	yêm
腎	thận
腐	hủ
腑	phủ
腓	phì
腔	khang|xoang
腕	oản
腠	thấu
腥	tinh
腦	não
腩	nạm
腫	thũng|trũng
腮	tai
腯	đột
腰	yêu
腱	kiện|kiên
腳	cước
腴	du
腷	phức
腸	tràng|trường
腹	phúc
腺	tuyến
腻	nị|nhị
腽	ột
腾	đằng
腿	thối
膀	bàng
膂	lữ
膃	ột
膆	tố
膈	cách
膊	bác
膋	liêu
膏	cao|cáo
膑	tẫn|bận
膓	tràng
膘	phiêu
膚	phu
膛	thang
膜	mô
膝	tất
膞	thuần|thuyền
膠	giao
膨	bành
膩	nị|nhị
膰	phiền|phần
膳	thiện
膴	hô|vũ
膵	tụy
膺	ưng
膽	đảm
膾	quái|khoái
膿	nùng
臀	đồn
臂	tý
臄	cược
臆	ức
臈	lạp
臉	kiểm|thiểm
臊	tao|táo
臋	đồn
臍	tề
臏	tẫn|bận
臑	nao|nhu
臕	phiêu
臘	lạp
臙	yên
臚	lư
臛	hoắc
臝	lỏa
臞	cù
臟	tạng
臠	luyến
臡	nê
臢	châm
臣	thần
臥	ngọa
臧	tang
臨	lâm|lấm
自	tự
臬	nghiệt|niết
臭	xú|khứu
臯	cao
至	chí
致	trí
臺	đài
臻	trăn
臼	cữu
臾	du|dũng
臿	tráp
舀	yểu
舁	dư
舂	thung
舃	tích
舄	tích
舅	cữu
舆	dư
與	dữ|dự
興	hưng|hứng
舉	cử
舊	cựu
舌	thiệt
舍	xá|xả
舐	thỉ|để
舒	thư
舔	thiểm
舖	phô
舘	quán
舚	thiêm
舛	suyễn
舜	thuấn
舝	hạt
舞	vũ
舟	chu
舡	hang
舢	san
舣	nghĩ
舩	thuyền
航	hàng
舫	phảng|phang
般	bàn|ban|bát
舰	hạm
舲	linh
舳	trục
舴	trách
舵	đà
舶	bạc
舷	huyền
舸	khả
船	thuyền
舻	lô
艁	tạo
艄	sao
艇	đĩnh
艋	mãnh
艘	tao|sưu
艟	đồng
艣	lỗ
艤	nghĩ
艦	hạm
艨	mông
艫	lô
艮	cấn
良	lương
艰	gian
艱	gian
色	sắc
艳	diễm
艴	phật
艶	diễm
艷	diễm
艸	thảo
艺	nghệ
艽	giao|cừu|bông
艾	ngải|nghệ
节	tiết|tiệt
芃	bồng
芄	hoàn
芈	mị
芊	thiên
芋	dụ|hu
芍	thược
芎	khung
芑	khỉ
芒	mang
芗	hương
芘	tỉ
芙	phù
芜	vu
芝	chi
芟	sam
芡	khiếm
芣	phù
芥	giới
芦	lô
芧	trữ|tự
芨	cập
芩	cầm
芪	kì
芫	nguyên
芬	phân
芭	ba
芮	nhuế
芯	tâm
芰	kị
花	hoa
芳	phương
芷	chỉ
芸	vân
芹	cần
芻	sô
芼	mạo|mao
芽	nha
芾	phất
苁	thung
苇	vi
苈	lịch
苋	hiện
苌	trường
苍	thương|thưởng
苎	trữ
苏	tô
苐	đệ
苑	uyển|uất|uẩn
苒	nhiễm
苓	linh
苔	đài
苕	điều|thiều
苖	miêu
苗	miêu
苙	lập
苛	hà
苜	mục
苞	bao
苟	cẩu
苡	dĩ
苣	cự
若	nhược
苦	khổ
苧	trữ
苫	thiêm
英	anh
苴	tư
苶	niết
苹	bình
苻	phù
苽	cô
苾	bật
茀	phất
茁	truất
茂	mậu
范	phạm
茄	gia
茅	mao
茆	lữu|mao
茇	bạt|bát|bái
茉	mạt
茌	trì
茎	hành
茑	điểu
茔	doanh
茕	quỳnh
茗	mính
茘	lệ
茜	thiến
茝	chỉ
茧	kiển
茨	tỳ
茫	mang
茭	giao
茯	phục
茱	thù
茲	tư|từ
茴	hồi
茵	nhân
茶	trà
茸	nhung|nhũng
茹	như|nhự
茺	sung
茼	đồng
荀	tuân
荃	thuyên
荄	cai
荅	đáp
荆	kinh
荇	hạnh
荈	suyễn
草	thảo
荊	kinh
荏	nhẫm
荐	tiến
荑	đề|di
荒	hoang
荚	giáp
荛	nhiêu|nghiêu
荜	tất
荞	kiều
荟	oái|hội
荡	đãng|đảng
荣	vinh
荤	huân
荥	huỳnh
荦	lạc
荧	huỳnh
荩	tẫn
荪	tôn
荫	ấm
药	dược
荳	đậu
荷	hà
荸	bột
荻	địch
荼	đồ|gia
荽	tuy
莅	lị
莆	phủ|bồ
莉	lị
莊	trang
莎	toa|sa
莒	cử
莓	môi
莖	hành
莘	sân|tân
莙	quân
莛	đình
莝	tỏa
莞	hoàn|hoản
莠	dửu|tú
莢	giáp
莧	hiện
莨	lang
莩	phu
莪	nga
莫	mạc|mộ|mạch|bá
莱	lai
莲	liên
莳	thì|thi
莴	oa
获	hoạch
莸	du
莹	oánh
莺	oanh
莾	mãng
菀	uyển
菁	tinh
菅	gian
菇	cô
菉	lục
菊	cúc
菌	khuẩn
菓	quả
菔	bặc
菖	xương
菘	tùng
菜	thái
菟	thỏ|thố|đồ
菠	ba
菡	hạm
菩	bồ
菪	đãng
菫	cận
華	hoa|hóa
菰	cô
菱	lăng
菲	phỉ|phi
菴	am
菸	ư|yên
菹	trư|thư
菼	thảm
菽	thục
菾	điềm
萁	ki
萃	tụy
萄	đào
萆	tì
萇	trường
萊	lai
萋	thê
萌	manh
萍	bình
萎	nuy
萏	đạm
萑	hoàn|chuy
萝	la
萤	huỳnh
营	doanh|dinh
萦	oanh
萧	tiêu
萨	tát
萬	vạn
萱	huyên
萲	huyên
萵	oa
萸	du
萹	phiên
萼	ngạc
落	lạc
葅	thư
葆	bảo
葉	diệp
葑	phong|phúng
葖	đột
著	trứ
葘	truy|tai
葚	thậm
葛	cát
葡	bồ
董	đổng
葦	vi
葩	ba
葫	hồ
葬	táng
葭	gia
葯	ước|dược|điếu
葱	thông
葳	uy
葵	quỳ
葶	đình
葷	huân
葸	tỉ
葹	thi
葺	tập
蒂	đế
蒇	siển
蒉	quỹ
蒋	tương|tưởng
蒌	lâu
蒐	sưu
蒔	thì|thi
蒙	mông
蒜	toán
蒞	lị
蒟	củ
蒡	bảng
蒨	thiến
蒯	khoái
蒱	bồ
蒲	bồ
蒴	sóc
蒸	chưng
蒹	kiêm
蒺	tật
蒻	nhược
蒼	thương|thưởng
蒿	hao
蓀	tôn
蓁	trăn
蓂	minh
蓄	súc
蓆	tịch
蓇	cốt
蓉	dong
蓊	ống|ông
蓋	cái
蓍	thi
蓏	lỏa
蓐	nhục
蓑	thoa|toa|tuy
蓓	bội
蓝	lam
蓟	kế
蓠	li
蓣	dự
蓦	mạch
蓧	điệu
蓬	bồng
蓮	liên
蓯	thung
蓰	tỉ
蓱	bình
蓴	thuần
蓷	thôi
蓺	nghệ
蓼	liệu
蓽	tất
蓿	túc
蔆	lăng
蔑	miệt
蔓	mạn
蔔	bặc
蔕	đế
蔗	giá
蔚	úy|uất
蔞	lâu
蔟	thốc
蔡	thái|sái|tát
蔣	tương|tưởng
蔥	thông
蔦	điểu
蔬	sơ
蔭	ấm
蔴	ma
蔷	sắc|tường
蔹	liêm
蔺	lận
蔻	khấu
蔼	ái
蔽	tế|phất
蔾	lê
蕁	tầm
蕃	phiền
蕆	siển
蕈	khuẩn
蕉	tiêu
蕊	nhị
蕋	nhị
蕎	kiều
蕑	gian
蕓	vân
蕕	du
蕖	cừ
蕘	nhiêu|nghiêu
蕙	huệ
蕝	toát
蕞	tối|tụi
蕡	phần
蕢	quỹ
蕤	nhuy
蕨	quyết
蕩	đãng|đảng
蕪	vu
蕭	tiêu
蕲	kì
蕴	uẩn|uấn
蕷	dự
蕹	ung
蕻	hống
蕾	lôi
薀	ôn|uẩn
薄	bạc|bác
薇	vi
薈	oái|hội
薊	kế
薌	hương
薏	ý
薐	lăng
薑	khương
薓	sâm
薔	sắc|tường
薘	đạt
薙	thế|trĩ
薛	tiết
薜	bệ
薝	đảm|chiêm
薟	hiêm
薢	giải
薤	giới
薦	tiến
薧	hảo|khảo
薨	hoăng
薩	tát
薪	tân
薮	tẩu
薯	thự
薰	huân
薶	mai
薷	nhu
薸	phiêu
薹	đài
薻	tảo
藁	cảo
藂	tùng
藉	tạ|tịch
藊	biển
藍	lam
藎	tẫn
藏	tàng|tạng
藐	miểu|mạc
藓	tiển
藕	ngẫu
藜	lê
藝	nghệ
藟	lũy
藤	đằng
藥	dược
藩	phiên|phan
藪	tẩu
藭	cùng
藳	cảo
藶	lịch
藷	thự
藹	ái
藺	lận
藻	tảo
藼	huyên
藿	hoắc
蘀	thác
蘂	nhị
蘄	kì
蘅	hành
蘆	lô
蘇	tô
蘊	uẩn|uấn
蘋	tần
蘐	huyên
蘑	ma
蘖	nghiệt
蘗	bách
蘘	nhương
蘚	tiển
蘝	liêm|liễm
蘞	liêm
蘤	hoa
蘧	cừ
蘩	phiền
蘭	lan
蘸	trám|tiếu
蘺	li
蘼	mi
蘿	la
虀	tê
虆	luy
虍	hô
虎	hổ
虏	lỗ
虐	ngược
虑	lự|lư
虒	ty
虓	hao
虔	kiền
處	xử|xứ
虖	hô
虙	mật
虚	hư|khư
虛	hư|khư
虜	lỗ
虞	ngu
號	hào
虡	cự
虢	quắc|quách
虧	khuy
虫	trùng
虬	cầu
虮	kỉ|kì
虯	cầu
虱	sắt
虹	hồng
虺	hủy
虽	tuy
虾	hà
虿	sái|mại
蚀	thực
蚁	nghĩ
蚂	mã
蚊	văn
蚋	nhuế
蚌	bạng
蚍	tì
蚑	kì
蚓	dẫn
蚕	tàm
蚘	hồi
蚜	nha
蚣	công
蚤	tảo
蚦	nhiêm
蚧	giới
蚨	phù
蚩	xi
蚪	đẩu
蚬	hiện
蚯	khâu
蚰	du
蚱	trách
蚳	chỉ
蚶	ham
蚺	nhiêm
蚿	huyền
蛀	chú
蛄	cô
蛆	thư
蛇	xà|di
蛉	linh
蛊	cổ
蛋	đản
蛎	lệ
蛏	sanh
蛑	mâu
蛔	hồi
蛕	hồi
蛘	dạng
蛙	oa
蛛	chu|thù
蛞	khoát
蛟	giao
蛤	cáp
蛩	cung
蛭	điệt
蛮	man
蛰	chập
蛱	kiệp|hiệp
蛲	nhiêu
蛳	si|tư|sư
蛴	tề
蛸	sao
蛹	dũng
蛺	kiệp|hiệp
蛼	xa
蛾	nga|nghĩ
蜀	thục
蜂	phong
蜃	thận
蜆	hiện
蜇	triết
蜈	ngô
蜉	phù
蜊	lị
蜋	lang
蜍	thừ
蜎	quyên
蜑	đản
蜒	diên
蜓	đình
蜕	thuế
蜗	oa
蜘	tri
蜚	phỉ|phi
蜜	mật
蜞	kì
蜡	trá
蜢	mãnh
蜣	khương
蜥	tích
蜨	điệp
蜩	điêu
蜮	vực
蜰	phì
蜴	dịch
蜷	quyền
蜹	nhuế
蜺	nghê
蜻	tinh
蜼	vị|dữu
蜾	quả
蜿	uyển
蝀	đông
蝃	đế
蝇	dăng
蝈	quắc
蝉	thiền
蝌	khoa
蝎	hạt|hiết
蝓	du
蝕	thực
蝗	hoàng
蝘	yển
蝙	biên|biển
蝟	vị
蝠	bức
蝡	nhuyễn
蝣	du
蝤	tù|tưu|du
蝥	mâu
蝦	hà
蝨	sắt
蝮	phúc
蝯	viên
蝱	manh
蝴	hồ
蝶	điệp
蝸	oa
蝻	nam
蝼	lâu
蝾	vinh
螂	lang
螃	bàng
螄	si|tư|sư
螈	nguyên
螋	sưu
融	dung|dong
螓	tần|trăn
螗	đường
螘	nghĩ
螙	đố
螞	mã
螟	minh
螡	văn
螢	huỳnh
螣	đằng|đặc
螫	thích
螬	tào
螭	li
螮	đế
螯	ngao
螳	đường
螵	phiêu
螺	loa
螻	lâu
螽	chung
螿	tương
蟀	xuất
蟁	văn
蟄	chập
蟆	mô
蟈	quắc
蟊	mâu
蟋	tất
蟒	mãng
蟕	chủy
蟛	bành
蟠	bàn|phiền
蟢	hỉ
蟣	kỉ|kì
蟥	hoàng
蟪	huệ
蟫	đàm
蟬	thiền
蟮	thiện
蟯	nhiêu
蟲	trùng
蟶	sanh
蟹	giải
蟺	thiện
蟻	nghĩ
蟾	thiềm
蠁	hưởng
蠃	lỏa|loa
蠅	dăng
蠆	sái|mại
蠉	huyên
蠊	liêm
蠋	trục|thục
蠍	hiết
蠐	tề
蠑	vinh
蠓	mông
蠔	hào
蠕	nhuyễn
蠖	oách|hoạch
蠘	tiệt
蠙	tân
蠛	miệt
蠜	phàn
蠟	lạp
蠡	lễ|lê|lãi|lỏa
蠢	xuẩn
蠣	lệ
蠧	đố
蠨	tiêu
蠭	phong
蠱	cổ
蠲	quyên
蠵	huề
蠶	tàm
蠹	đố
蠺	tàm
蠻	man
蠼	quặc
血	huyết
衁	hoang
衂	nục
衄	nục
衅	hấn
衊	miệt
衋	hực
行	hành|hạnh|hàng|hạng
衍	diễn|diên
衎	khản
衒	huyễn
術	thuật
衔	hàm
衕	đồng
衖	hạng
街	nhai
衙	nha
衚	hồ
衛	vệ
衝	xung
衞	vệ
衡	hành|hoành
衢	cù
衣	y|ý
补	bổ
表	biểu
衩	xái
衫	sam
衬	sấn
衭	phu
衮	cổn
衰	suy|súy|thôi
衲	nạp
衵	nật
衷	trung|trúng
衺	tà
衽	nhẫm
衾	khâm
衿	câm
袁	viên
袂	mệ|duệ
袄	áo
袅	niểu
袈	ca
袋	đại
袌	bão
袍	bào
袒	đản
袖	tụ
袗	chẩn|chân
袜	mạt
袞	cổn
袟	dật
袠	trật|dật
袤	mậu
袪	khư
被	bị|bí
袭	tập
袱	phục
袴	khố
袵	nhẫm
袷	giáp|kiếp|khiếp
袺	kết
袽	như
袿	khuê
裀	nhân
裁	tài
裂	liệt
装	trang
裆	đang
裊	niểu
裋	thụ
裎	trình
裏	lý
裒	bầu
裔	duệ
裕	dụ
裘	cừu
裙	quần
裛	ấp
補	bổ
裝	trang
裟	sa
裠	quần
裡	lý
裤	khố
裨	bì|tì
裯	chù
裰	chuyết|xuyết
裱	phiếu
裳	thường
裴	bùi
裸	lỏa|khỏa
裹	khoả
裼	tích|thế
製	chế
裾	cư|cứ
褂	quái
複	phức
褊	biển
褌	côn
褎	tụ|hựu
褏	tụ
褐	hạt|cát
褒	bao
褓	bảo
褘	huy
褙	bối
褚	trử
褛	lũ
褞	ôn
褡	đáp
褥	nhục
褦	nại
褧	quýnh
褪	thốn
褫	sỉ
褰	khiên
褱	hoài
褲	khố
褴	lam
褵	li
褶	điệp|triệp|tập
褸	lũ
褻	tiết
襁	cưỡng
襃	bao|bầu
襄	tương
襆	bộc
襇	cán|giản
襌	đan
襍	tập
襏	bát
襖	áo
襚	tùy
襜	xiêm
襞	bích
襟	khâm
襠	đang
襢	đản
襤	lam
襦	nhu
襪	miệt|vạt
襫	thích
襬	bi|bãi
襭	hiệt
襮	bộc
襯	sấn
襲	tập
襶	đái
襻	phán
襼	nghệ
襾	á
西	tây|tê
要	yếu|yêu
覃	đàm|diễm
覆	phúc|phú
覈	hạch
覉	ki|ky
覊	ki|ky
見	kiến|hiện
規	quy
覓	mịch
視	thị
覘	siêm|chiêm
覜	thiếu
覡	hích
覥	điễn
覦	du
覧	lãm
覩	đổ
親	thân|thấn
覬	kí
覯	cấu
覰	thứ
覲	cận
覶	la
覷	thứ
覸	gián
覺	giác|giáo
覻	thứ
覼	la
覽	lãm
覿	địch
觀	quan|quán
见	kiến|hiện
观	quan|quán
规	quy
觅	mịch
视	thị
觇	siêm|chiêm
览	lãm
觉	giác|giáo
觊	kí
觋	hích
觌	địch
觎	du
觏	cấu
觐	cận
觑	thứ
角	giác|giốc
觔	cân
觖	quyết
觚	cô
觜	tuy|tủy
觝	để
觞	thương|tràng
解	giải|giới|giái
觥	quang
触	xúc
觫	tốc
觯	chí
觱	tất
觳	hộc|hạc|giác
觴	thương|tràng
觵	quang
觶	chí
觸	xúc
觿	huề
言	ngôn|ngân
訂	đính
訃	phó
訇	hoanh
計	kế|kê
訊	tấn
訋	hồng
討	thảo
訏	hu|hủ
訐	kiết|yết
訑	di|tha|nãn
訒	nhẫn
訓	huấn
訕	san|sán
訖	cật|ngật
託	thác
記	kí
訛	ngoa
訝	nhạ
訟	tụng
訢	hân|hy
訣	quyết
訥	nột
訩	hung
訪	phóng|phỏng
設	thiết
許	hứa|hử|hổ
訴	tố
訶	ha
診	chẩn
註	chú
証	chứng
訾	tí|ti
詁	cổ|hỗ
詆	để
詈	lị
詎	cự
詐	trá
詒	di
詔	chiếu
評	bình
詖	bí
詗	huýnh
詘	truất
詛	trớ
詞	từ
詠	vịnh
詡	hủ
詢	tuân
詣	nghệ
試	thí
詧	sát
詩	thi
詫	sá
詬	cấu
詭	quỷ
詮	thuyên
詰	cật
話	thoại
該	cai
詳	tường
詹	chiêm|đạm
詼	khôi
詾	hung
詿	quái
誄	lụy
誅	tru
誆	cuống
誇	khoa
誉	dự
誊	đằng
誌	chí
認	nhận
誑	cuống
誓	thệ
誕	đản
誖	bội
誘	dụ
誚	tiếu
語	ngữ|ngứ
誠	thành
誡	giới
誣	vu
誤	ngộ
誥	cáo
誦	tụng
誨	hối
說	thuyết|duyệt|thuế
誰	thùy
課	khóa
誶	tối
誹	phỉ
誼	nghị
誾	ngân
調	điều|điệu
諂	siểm
諄	truân
談	đàm
諉	ủy|dụy
請	thỉnh|tính
諍	tránh
諏	tưu
諑	trác
諒	lượng
論	luận|luân
諗	thẩm
諛	du
諜	điệp
諞	biển
諟	thị
諠	huyên
諡	thụy
諢	ngộn
諤	ngạc
諦	đế|đề
諧	hài
諩	phổ
諫	gián
諭	dụ
諮	ti|tư
諱	húy
諳	am
諶	kham
諷	phúng
諸	chư
諺	ngạn
諼	huyên
諾	nặc
謀	mưu
謁	yết
謂	vị
謄	đằng
謅	sưu|sảo
謆	phiến
謇	kiển
謊	hoang
謌	ca
謎	mê
謏	tiểu|tẩu
謐	mật|mịch
謔	hước
謖	tắc
謗	báng
謙	khiêm|khiệm
講	giảng
謝	tạ
謡	dao
謦	khánh
謨	mô
謫	trích
謬	mậu
謯	trớ
謳	âu
謷	ngao
謹	cẩn
謻	di
謼	hô
謾	mạn|man
譁	hoa
譅	sáp
譆	hi
譈	đỗi
證	chứng
譍	ưng
譎	quyệt
譏	ky
譔	soạn
譖	trấm|tiếm
識	thức|chí
譙	tiếu
譚	đàm
譛	trấm
譜	phổ|phả
譟	táo
警	cảnh
譫	chiêm|thiềm
譬	thí
譯	dịch
議	nghị
譱	thiện
譴	khiển
護	hộ
譸	trù
譽	dự
譾	tiễn
讀	độc|đậu
讁	trích
讅	thẩm
變	biến|biện
讋	triệp
讌	yên
讎	thù
讒	sàm
讓	nhượng
讕	lan
讖	sấm
讙	hoan
讚	tán
讜	đảng
讞	nghiện
讟	độc
计	kế|kê
订	đính
讣	phó
认	nhận
讥	ky
讦	kiết|yết
讨	thảo
让	nhượng
讪	san|sán
讫	cật|ngật
训	huấn
议	nghị
讯	tấn
记	kí
讲	giảng
讳	húy
讴	âu
讵	cự
讶	nhạ
讷	nột
许	hứa|hử|hổ
讹	ngoa
论	luận|luân
讼	tụng
讽	phúng
设	thiết
访	phóng|phỏng
诀	quyết
证	chứng
诂	cổ|hỗ
诃	ha
评	bình
诅	trớ
识	thức|chí
诈	trá
诉	tố
诊	chẩn
诋	để
诌	sưu|sảo
词	từ
诏	chiếu
译	dịch
诒	di
诓	cuống
诔	lụy
试	thí
诖	quái
诗	thi
诘	cật
诙	khôi
诚	thành
诛	tru
话	thoại
诞	đản
诟	cấu
诠	thuyên
诡	quỷ
询	tuân
诣	nghệ
诤	tránh
该	cai
详	tường
诧	sá
诨	ngộn
诩	hủ
诫	giới
诬	vu
语	ngữ|ngứ
诮	tiếu
误	ngộ
诰	cáo
诱	dụ
诲	hối
诳	cuống
说	thuyết|duyệt|thuế
诵	tụng
请	thỉnh|tính
诸	chư
诹	tưu
诺	nặc
读	độc|đậu
诼	trác
诽	phỉ
课	khóa
诿	ủy|dụy
谀	du
谁	thùy
谂	thẩm
调	điều|điệu
谄	siểm
谅	lượng
谆	truân
谇	tối
谈	đàm
谊	nghị
谋	mưu
谌	kham
谍	điệp
谎	hoang
谏	gián
谐	hài
谑	hước
谒	yết
谓	vị
谔	ngạc
谕	dụ
谖	huyên
谗	sàm
谘	ti|tư
谙	am
谚	ngạn
谛	đế|đề
谜	mê
谝	biển
谟	mô
谠	đảng
谡	tắc
谢	tạ
谤	báng
